day,0,1,3,5,7,10,14
A2A432,0.577593237,0.325866654,-0.077452913,-0.107154633,0.07782423,0.203323425,-1
A2A5R2,0.290757732,0.011822341,-0.373561145,-0.588254396,-0.556517033,0.215752501,1
A2A8U2,-1,-0.659040015,-0.031565679,0.42172533,0.532691835,0.716592796,0.019595733
A2A8Z1,-0.47254739,-0.553316263,-0.39780141,-0.040966395,0.200227275,0.264404183,1
A2AAJ9,0.474713194,0.354103587,0.117998983,-0.008218045,0.003251345,0.058150936,-1
A2ADF7,-1,-0.724064612,-0.07125772,0.53798422,0.810473341,0.533765733,-0.086900961
A2ADY9,0.263809038,0.150263286,-0.115986382,-0.357423992,-0.612258592,-0.328403359,1
A2AGT5,0.541982504,0.543983885,0.283549958,-0.336874336,-1,-0.904635598,0.871993585
A2AHC3,1,0.779328001,0.351378359,0.078250909,-0.392997078,-0.833832762,-0.982127429
A2AIL4,-0.16604584,0.205629485,0.67137713,0.606228464,0.21262003,-0.529809269,-1
A2AJI0,0.102581371,-0.357200326,-0.877286486,-0.561000469,0.009151977,1,0.683753933
A2AKG8,0.698215331,0.614437062,0.338072224,-0.248583271,-0.790188676,-1,0.388047331
A2ALW5,0.728605826,0.66824533,0.361966031,0.04098547,-0.405393506,-1,-0.394409151
A2AMM0,-1,-0.720291826,-0.09275218,0.525472102,0.825284697,0.433151059,0.029136148
A2AN08,1,0.720448537,0.191875825,-0.205045649,-0.50564062,-0.559027005,-0.642611089
A2APY7,0.485316629,0.73908309,0.729891214,0.008602305,-0.814658751,-1,-0.148234488
A2AQ07,1,0.667976468,-0.016780951,-0.407089617,-0.443567768,-0.001883706,-0.798654426
A2AQ25,-0.572090361,0.005759683,0.870877592,1,0.190707466,-0.867567003,-0.627687378
A2AQP0,0.152301606,-0.087001725,-0.519386917,-0.659525422,-0.390831491,0.50444395,1
A2ARP1,0.19790576,0.098516783,0.097569923,0.287499382,0.340643417,-0.022135264,-1
A2ASQ1,0.441633854,0.548213439,0.596096293,0.302509811,-0.179411896,-0.709041502,-1
A2ASS6,0.610812549,0.433665506,0.108881362,-0.075169674,-0.089992263,0.01180252,-1
A2AUC9,1,0.330596234,-0.619359741,-0.825837686,-0.704854761,-0.062866089,0.882322044
A2AWA9,-0.334802988,-0.375892582,-0.300185121,-0.144163627,-0.051290815,0.206335133,1
A2AWP8,1,0.782001929,0.17429602,-0.303616429,-0.493802447,-0.581947693,-0.576931379
A2BDX3,-0.938860545,-1,-0.807570459,0.049597876,0.885748311,0.926589446,0.88449537
A3KFX0,-1,-0.421356031,0.654525941,0.947092497,0.317144504,-0.487643481,-0.009763429
A3KG59,-1,-0.71766132,-0.12736355,0.396841548,0.587702064,0.350216275,0.510264983
A3KGS3,-0.081439299,0.00478471,0.000644869,-0.277459203,-0.460003085,-0.186527992,1
A3KMP2,0.496960168,0.439624592,0.354113636,0.219885173,-0.105323759,-0.405259809,-1
A6H584,0.716778808,0.841930087,0.664974654,0.036579173,-0.6723727,-0.587890023,-1
A6H5Y3,-0.689622432,-0.275054449,0.575859186,1,0.681821779,-0.294584881,-0.998419203
A6H611,-0.523301733,-0.556386133,-0.507143669,-0.421413183,0.083821029,0.924423689,1
A6H630,-0.758611696,-0.492871776,0.006384585,0.124238374,0.055472341,0.065388172,1
A6H6A9,-0.672632722,-0.826072883,-0.760099807,-0.120015868,0.810090782,1,0.568730499
A6H6E2,-0.414545455,-0.195941092,0.21220545,0.417716265,0.591425024,0.389139807,-1
A6H8H2,-0.069512977,0.207432567,0.605496365,0.571025166,0.17668259,-0.49112371,-1
A6X935,0.917088443,0.245796099,-0.809340177,-1,-0.573659949,0.252414338,0.967701246
A7RDN6,-0.24311886,-0.071516649,0.250616123,0.537115433,0.576772171,-0.049868219,-1
B1AR13,0.80474692,0.79228164,0.489460388,-0.130517973,-0.50278039,-0.453190585,-1
B1AUE5,1,0.523785475,-0.239861559,-0.476286325,-0.693978123,-0.638228778,0.52456931
B1AY13,-1,-0.640313734,0.005323356,0.510094619,0.682216014,0.099779047,0.342900697
B1AZI6,-0.733848531,-0.297333428,0.522973162,0.703513575,0.559785146,0.244910076,-1
B2RQC6,1,0.456571941,-0.424506042,-0.589528494,-0.444709551,-0.170506227,0.172678372
B2RRE7,0.367414649,0.318296382,0.002832034,-0.146754385,0.073431758,0.384779562,-1
B2RXS4,-0.256369232,0.243903012,0.9330631,0.815877445,0.127459703,-0.863934029,-1
B5X0G2,0.331903421,0.390820986,0.413360756,0.201727281,-0.017665756,-0.320146689,-1
B7ZMP1,0.793235061,0.839369747,0.428979609,-0.510631863,-1,-0.032988244,-0.51796431
D0QMC3,1,0.772015296,0.108914524,-0.383198082,-0.548661947,-0.4743586,-0.474711191
D3YXK2,0.487631553,0.419719585,0.109998401,-0.317701351,-0.798656701,-0.900991487,1
D3Z4I3,-0.691971444,-0.665306732,-0.36173192,0.434836927,1,0.819806519,-0.535633352
D3Z7P3,0.707932071,0.684606587,0.449594751,-0.083823083,-0.670829915,-1,-0.087480412
E9PZQ0,-0.227353547,-0.318688867,-0.595527139,-0.693439358,-0.164397021,0.999405931,1
E9Q401,0.380662764,0.475714624,0.438422348,0.110259174,-0.139605254,-0.265453655,-1
E9Q414,0.710422246,0.096982343,-0.668525226,-0.867793737,-0.602019842,0.330934216,1
E9Q555,0.594767161,0.393539789,-0.057394869,-0.631319848,-0.914376552,-0.385215681,1
E9Q557,0.874873633,0.4973665,-0.137612575,-0.347547654,-0.149057498,0.261977595,-1
E9Q634,0.55838612,0.212162326,-0.410716019,-0.802335364,-0.688861989,0.131364927,1
E9Q8I9,-0.607818102,-0.668353,-0.585619767,-0.117096094,0.318448256,0.660438706,1
F6ZDS4,0.512286377,0.622031021,0.440092771,-0.206417159,-0.763981369,-1,0.395988358
G3X9K3,1,0.716258642,0.135781278,-0.352792499,-0.818564223,-0.854191703,0.173508506
G5E870,-1,-0.625146866,0.024246467,0.369726941,0.544214702,0.97703172,-0.290072964
G5E8K5,0.751293888,0.526142826,-0.033996631,-0.676975723,-1,-0.18631208,0.619847719
O08528,-0.32169519,-0.412433583,-0.437428965,-0.208725489,0.077927747,0.30235548,1
O08529,0.977720155,0.296175289,-0.704434555,-1,-0.719198407,0.237036438,0.912701079
O08532,-1,-0.429070561,0.393405896,0.646966658,0.298146546,-0.241847626,0.332399087
O08547,1,0.625096189,0.022471174,-0.351451554,-0.736045276,-0.782365604,0.222295071
O08553,1,0.676408263,0.072444068,-0.242769731,-0.262804902,-0.363696229,-0.879581468
O08573,0.081214423,0.082337282,-0.122637787,-0.618317176,-0.616866317,0.194269575,1
O08579,-0.220332488,-0.345031926,-0.450876698,-0.278224762,-0.033872299,0.328338173,1
O08582,0.014479843,-0.24239822,-0.628177275,-0.605614961,-0.18273664,0.644447252,1
O08583,0.579144386,0.364736308,0.192022952,0.021528807,-0.988670027,-1,0.831237575
O08585,-0.096098794,-0.279681895,-0.572964038,-0.547276864,0.114284463,1,0.381737128
O08599,1,0.769063026,0.203639626,-0.302714711,-0.612759726,-0.560052745,-0.49717547
O08600,-0.217136274,-0.218265272,-0.094587456,0.345018664,0.806718728,0.37825161,-1
O08601,0.256823348,-0.183464498,-1,-0.336808467,0.871507559,0.66970417,-0.277762112
O08605,0.338290587,0.227124497,0.059463069,0.120123066,0.269279481,-0.0142807,-1
O08638,0.609313021,0.086599144,-0.652767318,-0.674189622,-0.078077742,1,-0.290877483
O08663,0.430588653,0.334100302,0.135225609,0.020543544,0.031420705,0.048121187,-1
O08677,0.06745974,-0.227386232,-0.562732938,-0.522451257,-0.151196804,0.396307491,1
O08709,-0.55130591,-0.457844919,-0.165312553,0.104331843,0.112850015,-0.042718477,1
O08715,-1,-0.508662938,0.195818954,0.476849801,0.533360155,0.263078296,0.039555732
O08738,0.999069007,0.63150288,-0.220161232,-1,-0.804770288,0.023477242,0.370882392
O08739,0.227586712,0.188439068,0.00134705,-0.321896455,-0.406226846,-0.689249529,1
O08746,0.446110943,0.362636293,0.20708982,0.062709615,-0.427947962,-1,0.349401291
O08749,-1,-0.410972419,0.505847559,0.583833019,0.122137816,-0.23882159,0.437975614
O08756,-0.323377769,-0.147373107,-0.030761122,-0.218417097,-0.2705239,-0.009547005,1
O08759,-0.748385035,-0.800486306,-0.57188619,0.119021205,0.740866371,1,0.260869955
O08784,0.636203828,0.672988526,0.418774477,-0.293321906,-0.724197187,-1,0.289552262
O08788,0.794475319,0.70483338,0.400494883,-0.347004149,-1,-0.974201089,0.421401656
O08795,-0.70079073,-0.622174961,-0.304518863,0.073857061,0.271741822,0.281885672,1
O08807,1,0.592623881,-0.106923043,-0.459387041,-0.546720186,-0.249486851,-0.23010676
O08808,0.490803619,-0.127613552,-1,-0.74565268,0.088890594,0.781638359,0.51193366
O08810,0.854514887,0.31848485,-0.756108723,-1,-0.316036857,0.791899195,0.107246648
O08848,0.222584057,-0.073518932,-0.678468164,-0.655416702,0.157112826,1,0.027706914
O08911,-0.942497106,-0.634188257,0.065478383,0.757712316,1,0.179610405,-0.426115741
O08915,-0.306607307,-0.333134836,-0.491258307,-0.408547494,0.084129303,0.455418641,1
O08917,0.475697731,0.184532786,-0.177306599,-0.039071835,0.169957668,0.386190249,-1
O08992,1,0.81026587,0.34894194,-0.079672848,-0.461629224,-0.716842572,-0.901063167
O08997,-1,-0.947069115,-0.629671677,0.097407977,0.752998822,0.994875079,0.731458914
O09044,-0.00205124,0.099762592,0.214863396,0.302778964,0.304018924,0.080627364,-1
O09061,-0.776616699,-0.895479031,-0.679881984,0.208737363,1,0.735511968,0.407728384
O09106,-0.794405631,-0.268416854,0.744393421,1,0.533674129,-0.496741311,-0.718503754
O09110,-0.46026264,-0.658095042,-0.70155427,-0.159844391,0.361448437,0.618307906,1
O09111,-0.919339887,-0.806290253,-0.463979105,0.129333607,0.706986906,1,0.353288732
O09114,0.603717783,0.470409629,0.197788329,0.053347914,0.011529484,-0.336793138,-1
O09117,0.458375428,0.084351217,-0.473322632,-0.516249548,-0.419790746,-0.133363719,1
O09131,-0.017259973,-0.453027118,-0.792340853,-0.317806514,0.14950713,0.430927328,1
O09159,0.634899536,0.258979595,-0.306769341,-0.364396401,-0.49598108,-0.726732309,1
O09161,0.485568829,0.610102395,0.528316193,0.197592715,-0.20950438,-0.612075751,-1
O09164,0.860402008,0.5852117,0.076147777,-0.416758655,-0.765194071,-1,0.660191241
O09167,1,0.472213418,-0.466503339,-0.773021752,-0.439588776,0.289342572,-0.082442123
O09172,-0.928779793,-0.858059438,-0.57784862,-0.060152792,0.537589656,1,0.887250986
O09174,-1,-0.75952187,-0.330244181,0.335417418,0.96087138,0.687359169,0.106118085
O35071,0.611356331,0.53541943,0.366527816,0.19166534,-0.272904675,-1,-0.432064241
O35074,1,0.536231505,-0.246475018,-0.586355491,-0.651357143,-0.574752672,0.522708819
O35075,0.860513839,0.865955461,0.67097231,0.091352136,-0.579271728,-0.909522018,-1
O35114,0.398558106,0.195252105,-0.324810202,-0.666925502,-0.519472838,-0.082601668,1
O35127,-0.163789968,-0.184970825,-0.295022223,-0.251962353,-0.152163167,0.047908536,1
O35129,-1,-0.31575348,0.537235968,0.169779835,-0.236029792,-0.122591002,0.96735847
O35143,-0.585258931,-0.515041479,-0.32972329,-0.116012289,0.096468718,0.449567271,1
O35206,1,0.622091332,-0.059727285,-0.523897696,-0.619716963,-0.287109402,-0.131639986
O35226,0.474215144,-0.172451499,-0.92217367,-0.755022038,-0.166258082,0.541690145,1
O35286,-0.101109714,-0.148436535,-0.214304204,-0.264493555,-0.246653754,-0.025002238,1
O35295,-1,-0.689426419,-0.005923363,0.518904657,0.646240885,0.668616572,-0.138412332
O35309,0.912990723,0.666925103,0.105469849,-0.317273573,-0.63383613,-1,0.265724029
